properties{
  x = 0,
  y = 4403,
  width = 1600,
  height = 800,
  min_layer = -2,
  max_layer = 2,
  world = "outside",
  tileset = "outdoors",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 1600,
  height = 800,
  pattern = "grass.0",
}

tile{
  layer = 0,
  x = 552,
  y = 632,
  width = 48,
  height = 32,
  pattern = "tree_1.middle",
}

tile{
  layer = 0,
  x = 312,
  y = 640,
  width = 48,
  height = 32,
  pattern = "tree_1.middle",
}

tile{
  layer = 0,
  x = 152,
  y = 368,
  width = 48,
  height = 32,
  pattern = "tree_1.middle",
}

tile{
  layer = 0,
  x = 1080,
  y = 464,
  width = 16,
  height = 272,
  pattern = "177",
}

tile{
  layer = 0,
  x = 1048,
  y = 656,
  width = 16,
  height = 8,
  pattern = "832",
}

tile{
  layer = 0,
  x = 1104,
  y = 656,
  width = 16,
  height = 8,
  pattern = "833",
}

tile{
  layer = 0,
  x = 1064,
  y = 496,
  width = 16,
  height = 208,
  pattern = "173",
}

tile{
  layer = 0,
  x = 1088,
  y = 464,
  width = 16,
  height = 272,
  pattern = "180",
}

tile{
  layer = 0,
  x = 1032,
  y = 656,
  width = 16,
  height = 16,
  pattern = "842",
}

tile{
  layer = 0,
  x = 1024,
  y = 656,
  width = 8,
  height = 16,
  pattern = "841",
}

tile{
  layer = 0,
  x = 1000,
  y = 656,
  width = 16,
  height = 16,
  pattern = "842",
}

tile{
  layer = 0,
  x = 992,
  y = 656,
  width = 8,
  height = 16,
  pattern = "841",
}

tile{
  layer = 0,
  x = 1016,
  y = 656,
  width = 8,
  height = 16,
  pattern = "843",
}

tile{
  layer = 0,
  x = 968,
  y = 656,
  width = 16,
  height = 16,
  pattern = "842",
}

tile{
  layer = 0,
  x = 960,
  y = 656,
  width = 8,
  height = 16,
  pattern = "841",
}

tile{
  layer = 0,
  x = 984,
  y = 656,
  width = 8,
  height = 16,
  pattern = "843",
}

tile{
  layer = 0,
  x = 936,
  y = 656,
  width = 16,
  height = 16,
  pattern = "842",
}

tile{
  layer = 0,
  x = 928,
  y = 656,
  width = 8,
  height = 16,
  pattern = "841",
}

tile{
  layer = 0,
  x = 952,
  y = 656,
  width = 8,
  height = 16,
  pattern = "843",
}

tile{
  layer = 0,
  x = 904,
  y = 656,
