properties{
  x = 0,
  y = 0,
  width = 1424,
  height = 880,
  min_layer = 0,
  max_layer = 2,
  world = "inside",
  tileset = "indoors",
  music = "same",
}

tile{
  layer = 0,
  x = 192,
  y = 224,
  width = 8,
  height = 8,
  pattern = "32",
}

tile{
  layer = 0,
  x = 176,
  y = 232,
  width = 16,
  height = 8,
  pattern = "31",
}

tile{
  layer = 0,
  x = 168,
  y = 224,
  width = 8,
  height = 8,
  pattern = "32",
}

tile{
  layer = 0,
  x = 568,
  y = 224,
  width = 8,
  height = 8,
  pattern = "32",
}

tile{
  layer = 0,
  x = 552,
  y = 232,
  width = 16,
  height = 8,
  pattern = "31",
}

tile{
  layer = 0,
  x = 544,
  y = 224,
  width = 8,
  height = 8,
  pattern = "32",
}

tile{
  layer = 0,
  x = 920,
  y = 224,
  width = 8,
  height = 8,
  pattern = "32",
}

tile{
  layer = 0,
  x = 904,
  y = 232,
  width = 16,
  height = 8,
  pattern = "31",
}

tile{
  layer = 0,
  x = 896,
  y = 224,
  width = 8,
  height = 8,
  pattern = "32",
}

tile{
  layer = 0,
  x = 1272,
  y = 224,
  width = 8,
  height = 8,
  pattern = "32",
}

tile{
  layer = 0,
  x = 1256,
  y = 232,
  width = 16,
  height = 8,
  pattern = "31",
}

tile{
  layer = 0,
  x = 1248,
  y = 224,
  width = 8,
  height = 8,
  pattern = "32",
}

tile{
  layer = 0,
  x = 192,
  y = 808,
  width = 112,
  height = 24,
  pattern = "8",
}

tile{
  layer = 0,
  x = 64,
  y = 808,
  width = 112,
  height = 24,
  pattern = "8",
}

tile{
  layer = 0,
  x = 192,
  y = 504,
  width = 112,
  height = 24,
  pattern = "8",
}

tile{
  layer = 0,
  x = 64,
  y = 504,
  width = 112,
  height = 24,
  pattern = "8",
}

tile{
  layer = 0,
  x = 48,
  y = 48,
  width = 16,
  height = 16,
  pattern = "163",
}

tile{
  layer = 0,
  x = 64,
  y = 48,
  width = 16,
  height = 16,
  pattern = "174",
}

tile{
  layer = 0,
  x = 48,
  y = 64,
  width = 16,
  height = 16,
  pattern = "164",
}

tile{
  layer = 0,
  x = 64,
  y = 64,
  width = 16,
  height = 16,
  pattern = "175",
}

tile{
  layer = 0,
  x = 80,
  y = 48,
  width = 208,
  height = 32,
  pattern = "203",
}

tile{
  layer = 0,
  x = 48,
  y = 80,
  width = 32,
  height = 112,
  pattern = "226",
}

tile{
  layer = 0,
  x = 48,
  y = 208,
  width = 16,
  height = 16,
  pattern = "166",
}

tile{
  layer = 0,
  x = 48,
  y = 192,
  width = 16,
  height = 16,
  pattern = "165",
}

tile{
  layer = 0,
  x = 64,
  y = 192,
  width = 16,
  height = 16,
  pattern = "176",
}

tile{
  layer = 0,
  x = 64,
  y = 208,
  width = 16,
  height = 16,
  pattern = "167",
}

tile{
  layer = 0,
  x = 80,
  y = 192,
  width = 80,
  height = 32,
  pattern = "211",
}

tile{
  layer = 0,
  x = 160,
  y = 192,
  width = 16,
  height = 32,
  pattern = "215",
}

tile{
  layer = 0,
  x = 176,
  y = 192,
  width = 16,
  height = 16,
  pattern = "218",
}

tile{
  layer = 0,
  x = 192,
  y = 192,
  width = 16,
  height = 32,
  pattern = "216",
}

tile{
  layer = 0,
  x = 208,
  y = 192,
  width = 80,
  height = 32,
  pattern = "211",
}

tile{
  layer = 0,
  x = 304,
  y = 208,
  width = 16,
  height = 16,
  pattern = "169",
}

tile{
  layer = 0,
  x = 288,
  y = 208,
  width = 16,
  height = 16,
  pattern = "168",
}

tile{
  layer = 0,
  x = 304,
  y = 192,
  width = 16,
  height = 16,
  pattern = "170",
}

tile{
  layer = 0,
  x = 288,
  y = 192,
  width = 16,
  height = 16,
  pattern = "177",
}

tile{
  layer = 0,
  x = 288,
  y = 80,
  width = 32,
  height = 112,
  pattern = "219",
}

tile{
  layer = 0,
  x = 304,
  y = 48,
  width = 16,
  height = 16,
  pattern = "172",
}

tile{
  layer = 0,
  x = 304,
  y = 64,
  width = 16,
  height = 16,
  pattern = "171",
}

tile{
  layer = 0,
  x = 288,
  y = 64,
  width = 16,
  height = 16,
  pattern = "178",
}

tile{
  layer = 0,
  x = 288,
  y = 48,
  width = 16,
  height = 16,
  pattern = "173",
}

tile{
  layer = 0,
  x = 96,
  y = 80,
  width = 16,
  height = 16,
  pattern = "135",
}

tile{
  layer = 0,
  x = 80,
  y = 80,
  width = 16,
  height = 16,
  pattern = "137",
}

tile{
  layer = 0,
  x = 112,
  y = 80,
  width = 16,
  height = 16,
  pattern = "136",
}

tile{
  layer = 0,
  x = 128,
  y = 80,
  width = 16,
  height = 16,
  pattern = "137",
}

tile{
  layer = 0,
  x = 144,
  y = 80,
  width = 48,
  height = 16,
  pattern = "140",
}

tile{
  layer = 0,
  x = 160,
  y = 96,
  width = 16,
  height = 16,
  pattern = "135",
}

tile{
  layer = 0,
  x = 144,
  y = 96,
  width = 16,
  height = 16,
  pattern = "137",
}

tile{
  layer = 0,
  x = 176,
  y = 96,
  width = 16,
  height = 16,
  pattern = "136",
}

tile{
  layer = 0,
  x = 192,
  y = 96,
  width = 16,
  height = 16,
  pattern = "137",
}

tile{
  layer = 0,
  x = 192,
  y = 80,
  width = 16,
  height = 16,
  pattern = "137",
}

tile{
  layer = 0,
  x = 208,
  y = 80,
  width = 16,
  height = 16,
  pattern = "135",
}

tile{
  layer = 0,
  x = 96,
  y = 96,
  width = 48,
  height = 16,
  pattern = "140",
}

tile{
  layer = 0,
  x = 80,
  y = 96,
  width = 16,
  height = 16,
  pattern = "136",
}

tile{
  layer = 0,
  x = 96,
  y = 144,
  width = 16,
  height = 16,
  pattern = "135",
}

tile{
  layer = 0,
  x = 80,
  y = 144,
  width = 16,
  height = 16,
  pattern = "137",
}

tile{
  layer = 0,
  x = 112,
  y = 144,
  width = 16,
  height = 16,
  pattern = "136",
}

tile{
  layer = 0,
  x = 128,
  y = 144,
  width = 16,
  height = 16,
  pattern = "137",
}

tile{
  layer = 0,
  x = 144,
  y = 144,
  width = 48,
  height = 16,
  pattern = "140",
}

tile{
  layer = 0,
  x = 160,
  y = 160,
  width = 16,
  height = 16,
  pattern = "135",
}
